index,name,rating,category,price,address,city,zipcode,country,full_address,image_url,phone,latitudes,longitudes
182,Gillette Ridge Restaurant,3.5,American (Traditional),$$,1360 Hall Blvd,Bloomfield,6002,US,"Gillette Ridge Restaurant, 1360 Hall Blvd, Bloomfield, CT 06002, ",https://s3-media2.fl.yelpcdn.com/bphoto/gWzhBfTtR4y9OjEY090hDQ/o.jpg,(860) 726-1430,41.8117375,-72.74382829999999
183,Ginger Root Japanese & Chinese,3.0,Japanese,$,9 Main St,East Hartford,6118,US,"Ginger Root Japanese & Chinese, 9 Main St, East Hartford, CT 06118, ",https://s3-media4.fl.yelpcdn.com/bphoto/NK1YPBF50Ijs3_jgW4JVEg/o.jpg,(860) 568-1583,41.7282567,-72.61978959999999
184,Gino's Pizza & Ranch House,2.0,Pizza,$,407 Cottage Grove Rd,Bloomfield,6002,US,"Gino's Pizza & Ranch House, 407 Cottage Grove Rd, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/7g4GW5Qzm9JkkKfhshv0tw/o.jpg,(860) 242-8030,41.8172526,-72.7161873
185,Ginza Express,3.5,Japanese,$,89 Asylum St,Hartford,6103,US,"Ginza Express, 89 Asylum St, Hartford, CT 06103, ",https://s3-media4.fl.yelpcdn.com/bphoto/Rh3ahKL2nUTRqFXxB4Vm1Q/o.jpg,(860) 595-1478,41.7668657,-72.6748784
186,Ginza Japanese Cuisine,4.0,Japanese,$$,14 Wintonbury Mall,Bloomfield,6002,US,"Ginza Japanese Cuisine, 14 Wintonbury Mall, Bloomfield, CT 06002, ",https://s3-media2.fl.yelpcdn.com/bphoto/YyPIbOSum01GGyv0TJRVdg/o.jpg,(860) 242-8289,41.8310831,-72.7362105
187,Gold Roc Diner,2.5,American (Traditional),$,61 Kane St,West Hartford,6119,US,"Gold Roc Diner, 61 Kane St, West Hartford, CT 06119, ",https://s3-media4.fl.yelpcdn.com/bphoto/bJaJW75OfTbfsa5whQUJww/o.jpg,(860) 236-9366,41.7508333,-72.7177778
188,Goldberg's Bagels,4.0,Bagels,$,1131 New Britain Ave,West Hartford,6110,US,"Goldberg's Bagels, 1131 New Britain Ave, Ste A, West Hartford, CT 06110",https://s3-media3.fl.yelpcdn.com/bphoto/2mUxRotgpzyGF6tob6Lfvw/o.jpg,(860) 231-8688,41.732575,-72.7326667
189,GoldBurgers,4.5,Burgers,$,1096 Main St,Newington,6111,US,"GoldBurgers, 1096 Main St, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/V-l6t0M6SI4MkxN3xjK9FQ/o.jpg,(860) 665-0478,41.696817,-72.7228119
190,Golden Krust Caribbean Restaurant,3.0,Caribbean,$$,1170 Albany Ave,Hartford,6112,US,"Golden Krust Caribbean Restaurant, 1170 Albany Ave, Hartford, CT 06112, ",https://s3-media3.fl.yelpcdn.com/bphoto/BsKWgHQkZrk-MU7oAUp2XA/o.jpg,(860) 724-7983,41.7823,-72.6958403
191,Gourmet Wok,3.0,Chinese,$$,2856 Main St,Glastonbury,6033,US,"Gourmet Wok, 2856 Main St, Glastonbury, CT 06033, ",https://s3-media2.fl.yelpcdn.com/bphoto/xsfCAQL0015rBBT99TL1WQ/o.jpg,(860) 659-9922,41.7211861,-72.6139093
192,Great TSO,3.5,Chinese,$,278 Park Rd,West Hartford,6119,US,"Great TSO, 278 Park Rd, Ste B, West Hartford, CT 06119",https://s3-media4.fl.yelpcdn.com/bphoto/8IinUB8ufl0EyqA_ZbuHNA/o.jpg,(860) 232-7668,41.756929,-72.7268723
193,Great Wall,4.0,Chinese,$,685 Silas Deane Hwy,Wethersfield,6109,US,"Great Wall, 685 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/eOYh6jSfEowKdPLw3jLtFw/o.jpg,(860) 257-9933,41.7059109,-72.66189
194,G's Steaks and Grinders,4.5,Cheesesteaks,$$,2053 Park St,Hartford,6106,US,"G's Steaks and Grinders, 2053 Park St, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Up4B4uHfukeko7xzgPJ5DA/o.jpg,(860) 216-1690,41.7561043,-72.7133128
195,Han Restaurant,4.0,Hot Pot,$$,310 Prospect Ave,Hartford,6106,US,"Han Restaurant, 310 Prospect Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Mz5VgzDuY7pt33PgccaM2w/o.jpg,(860) 216-5726,41.7555336,-72.7143598
196,Harry's Bishops Corner,4.5,Pizza,$$,732 N Main St,West Hartford,6117,US,"Harry's Bishops Corner, 732 N Main St, West Hartford, CT 06117, ",https://s3-media1.fl.yelpcdn.com/bphoto/gCnIyhI0-Cyy47cMUN7l1Q/o.jpg,(860) 236-0400,41.7865028,-72.7464294
197,Harry's Pizza,4.0,Pizza,$$,39 S Main St,West Hartford,6107,US,"Harry's Pizza, 39 S Main St, West Hartford, CT 06107, ",https://s3-media1.fl.yelpcdn.com/bphoto/akAhN130Yelma1WtSOI2sA/o.jpg,(860) 231-7166,41.7591,-72.7430114
198,Hartford # 1 Chinese Restaurant,3.5,Chinese,$,3155 Main St,Hartford,6120,US,"Hartford # 1 Chinese Restaurant, 3155 Main St, Hartford, CT 06120, ",https://s3-media3.fl.yelpcdn.com/bphoto/LGNBFmH_eDvA3QOUxoJY6Q/o.jpg,(860) 548-0110,41.7946891,-72.6647868
199,Hartford Baking,4.0,Cafes,$,965 Farmington Ave,West Hartford,6107,US,"Hartford Baking, 965 Farmington Ave, West Hartford, CT 06107, ",https://s3-media4.fl.yelpcdn.com/bphoto/wcllX8XhltrMcTAdGk3EHA/o.jpg,(860) 570-1579,41.756262,-72.7609184
200,Hartford Baking Co,4.0,Coffee & Tea,$$,625 New Park Ave,West Hartford,6110,US,"Hartford Baking Co, 625 New Park Ave, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/01GVRWdZLCESmTt3WPh2JA/o.jpg,(860) 570-1579,41.7329551,-72.7243594
